108, 3564 0. 0. 0. 0. 0. 0.;
109, 3597 0. 0. 0. 0. 0. 0.;
110, 3630 0. 0. 0. 0. 0. 0.;
111, 3663 0. 0. 0. 0. 0. 0.;
112, 3696 0. 0. 0. 0. 0. 0.;
113, 3729 0. 0. 0. 0. 0. 0.;
114, 3762 0. 0. 0. 0. 0. 0.;
115, 3795 0. 0. 0. 0. 0. 0.;
116, 3828 0. 0. 0. 0. 0. 0.;
117, 3861 0. 0. 0. 0. 0. 0.;
118, 3894 0. 0. 0. 0. 0. 0.;
119, 3927 0. 0. 0. 0. 0. 0.;
120, 3960 0. 0. 0. 0. 0. 0.;
121, 3993 0. 0. 0. 0. 0. 0.;
122, 4026 0. 0. 0. 0. 0. 0.;
123, 4059 0. 0. 0. 0. 0. 0.;
124, 4092 0. 0. 0. 0. 0. 0.;
125, 4125 0. 0. 0. 0. 0. 0.;
126, 4158 0. 0. 0. 0. 0. 0.;
127, 4191 0. 0. 0. 0. 0. 0.;
128, 4224 0. 0. 0. 0. 0. 0.;
129, 4257 0. 0. 0. 0. 0. 0.;
130, 4290 0. 0. 0. 0. 0. 0.;
131, 4323 0. 0. 0. 0. 0. 0.;
132, 4356 0. 0. 0. 0. 0. 0.;
133, 4389 0. 0. 0. 0. 0. 0.;
134, 4422 0. 0. 0. 0. 0. 0.;
135, 4455 0. 0. 0. 0. 0. 0.;
136, 4488 0. 0. 0. 0. 0. 0.;
137, 4521 0. 0. 0. 0. 0. 0.;
138, 4554 0. 0. 0. 0. 0. 0.;
139, 4587 0. 0. 0. 0. 0. 0.;
140, 4620 0. 0. 0. 0. 0. 0.;
141, 4653 0. 0. 0. 0. 0. 0.;
142, 4686 0. 0. 0. 0. 0. 0.;
143, 4719 0. 0. 0. 0. 0. 0.;
144, 4752 0. 0. 0. 0. 0. 0.;
145, 4785 0. 0. 0. 0. 0. 0.;
146, 4818 0. 0. 0. 0. 0. 0.;
147, 4851 0. 0. 0. 0. 0. 0.;
148, 4884 0. 0. 0. 0. 0. 0.;
149, 4917 0. 0. 0. 0. 0. 0.;
150, 4950 0. 0. 0. 0. 0. 0.;
151, 4983 0. 0. 0. 0. 0. 0.;
152, 5016 0. 0. 0. 0. 0. 0.;
153, 5049 0. 0. 0. 0. 0. 0.;
154, 5082 0. 0. 0. 0. 0. 0.;
155, 5115 0. 0. 0. 0. 0. 0.;
156, 5148 0. 0. 0. 0. 0. 0.;
157, 5181 0. 0. 0. 0. 0. 0.;
158, 5214 0. 0. 0. 0. 0. 0.;
159, 5247 0. 0. 0. 0. 0. 0.;
160, 5280 0. 0. 0. 0. 0. 0.;
161, 5313 0. 0. 0. 0. 0. 0.;
162, 5346 0. 0. 0. 0. 0. 0.;
163, 5379 0. 0. 0. 0. 0. 0.;
164, 5412 0. 0. 0. 0. 0. 0.;
165, 5445 0. 0. 0. 0. 0. 0.;
166, 5478 0. 0. 0. 0. 0. 0.;
167, 5511 0. 0. 0. 0. 0. 0.;
168, 5544 0. 0. 0. 0. 0. 0.;
169, 5577 0. 0. 0. 0. 0. 0.;
170, 5610 0. 0. 0. 0. 0. 0.;
171, 5643 0. 0. 0. 0. 0. 0.;
172, 5676 0. 0. 0. 0. 0. 0.;
173, 5709 0. 0. 0. 0. 0. 0.;
174, 5742 0. 0. 0. 0. 0. 0.;
175, 5775 0. 0. 0. 0. 0. 0.;
176, 5808 0. 0. 0. 0. 0. 0.;
177, 5841 0. 0. 0. 0. 0. 0.;
178, 5874 0. 0. 0. 0. 0. 0.;
179, 5907 0. 0. 0. 0. 0. 0.;
180, 5940 0. 0. 0. 0. 0. 0.;
181, 5973 0. 0. 0. 0. 0. 0.;
182, 6006 0. 0. 0. 0. 0. 0.;
183, 6039 0. 0. 0. 0. 0. 0.;
184, 6072 0. 0. 0. 0. 0. 0.;
185, 6105 0. 0. 0. 0. 0. 0.;
186, 6138 0. 0. 0. 0. 0. 0.;
187, 6171 0. 0. 0. 0. 0. 0.;
188, 6204 0. 0. 0. 0. 0. 0.;
189, 6237 0. 0. 0. 0. 0. 0.;
190, 6270 0. 0. 0. 0. 0. 0.;
191, 6303 0. 0. 0. 0. 0. 0.;
192, 6336 0. 0. 0. 0. 0. 0.;
193, 6369 0. 0. 0. 0. 0. 0.;
194, 6402 0. 0. 0. 0. 0. 0.;
195, 6435 0. 0. 0. 0. 0. 0.;
196, 6468 0. 0. 0. 0. 0. 0.;
197, 6501 0. 0. 0. 0. 0. 0.;
198, 6534 0. 0. 0. 0. 0. 0.;
199, 6567 0. 0. 0. 0. 0. 0.;
200, 6600 0. 0. 0. 0. 0. 0.;
201, 6633 0. 0. 0. 0. 0. 0.;
202, 6666 0. 0. 0. 0. 0. 0.;
203, 6699 0. 0. 0. 0. 0. 0.;
204, 6732 0. 0. 0. 0. 0. 0.;
205, 6765 0. 0. 0. 0. 0. 0.;
206, 6798 0. 0. 0. 0. 0. 0.;
207, 6831 0. 0. 0. 0. 0. 0.;
208, 6864 0. 0. 0. 0. 0. 0.;
209, 6897 0. 0. 0. 0. 0. 0.;
210, 6930 0. 0. 0. 0. 0. 0.;
211, 6963 0. 0. 0. 0. 0. 0.;
212, 6996 0. 0. 0. 0. 0. 0.;
213, 7029 0. 0. 0. 0. 0. 0.;
214, 7062 0. 0. 0. 0. 0. 0.;
215, 7095 0. 0. 0. 0. 0. 0.;
216, 7128 0. 0. 0. 0. 0. 0.;
217, 7161 0. 0. 0. 0. 0. 0.;
218, 7194 0. 0. 0. 0. 0. 0.;
219, 7227 0. 0. 0. 0. 0. 0.;
220, 7260 0. 0. 0. 0. 0. 0.;
221, 7293 0. 0. 0. 0. 0. 0.;
222, 7326 0. 0. 0. 0. 0. 0.;
223, 7359 0. 0. 0. 0. 0. 0.;
224, 7392 0. 0. 0. 0. 0. 0.;
225, 7425 0. 0. 0. 0. 0. 0.;
226, 7458 0. 0. 0. 0. 0. 0.;
227, 7491 0. 0. 0. 0. 0. 0.;
228, 7524 0. 0. 0. 0. 0. 0.;
229, 7557 0. 0. 0. 0. 0. 0.;
230, 7590 0. 0. 0. 0. 0. 0.;
231, 7623 0. 0. 0. 0. 0. 0.;
232, 7656 0. 0. 0. 0. 0. 0.;
233, 7689 0. 0. 0. 0. 0. 0.;
234, 7722 0. 0. 0. 0. 0. 0.;
235, 7755 0. 0. 0. 0. 0. 0.;
236, 7788 0. 0. 0. 0. 0. 0.;
237, 7821 0. 0. 0. 0. 0. 0.;
238, 7854 0. 0. 0. 0. 0. 0.;
239, 7887 0. 0. 0. 0. 0. 0.;
240, 7920 0. 0. 0. 0. 0. 0.;
241, 7953 0. 0. 0. 0. 0. 0.;
242, 7986 0. 0. 0. 0. 0. 0.;
243, 8019 0. 0. 0. 0. 0. 0.;
244, 8052 0. 0. 0. 0. 0. 0.;
245, 8085 0. 0. 0. 0. 0. 0.;
246, 8118 0. 0. 0. 0. 0. 0.;
247, 8151 0. 0. 0. 0. 0. 0.;
248, 8184 0. 0. 0. 0. 0. 0.;
249, 8217 0. 0. 0. 0. 0. 0.;
250, 8250 0. 0. 0. 0. 0. 0.;
251, 8283 0. 0. 0. 0. 0. 0.;
252, 8316 0. 0. 0. 0. 0. 0.;
253, 8349 0. 0. 0. 0. 0. 0.;
254, 8382 0. 0. 0. 0. 0. 0.;
255, 8415 0. 0. 0. 0. 0. 0.;
256, 8448 0. 0. 0. 0. 0. 0.;
257, 8481 0. 0. 0. 0. 0. 0.;
258, 8514 0. 0. 0. 0. 0. 0.;
259, 8547 0. 0. 0. 0. 0. 0.;
260, 8580 0. 0. 0. 0. 0. 0.;
261, 8613 0. 0. 0. 0. 0. 0.;
262, 8646 0. 0. 0. 0. 0. 0.;
263, 8679 0. 0. 0. 0. 0. 0.;
264, 8712 0. 0. 0. 0. 0. 0.;
265, 8745 0. 0. 0. 0. 0. 0.;
266, 8778 0. 0. 0. 0. 0. 0.;
267, 8811 0. 0. 0. 0. 0. 0.;
268, 8844 0. 0. 0. 0. 0. 0.;
269, 8877 0. 0. 0. 0. 0. 0.;
270, 8910 0. 0. 0. 0. 0. 0.;
271, 8943 0. 0. 0. 0. 0. 0.;
272, 8976 0. 0. 0. 0. 0. 0.;
273, 9009 0. 0. 0. 0. 0. 0.;
274, 9042 0. 0. 0. 0. 0. 0.;
275, 9075 0. 0. 0. 0. 0. 0.;
276, 9108 0. 0. 0. 0. 0. 0.;
277, 9141 0. 0. 0. 0. 0. 0.;
278, 9174 0. 0. 0. 0. 0. 0.;
279, 9207 0. 0. 0. 0. 0. 0.;
280, 9240 0. 0. 0. 0. 0. 0.;
281, 9273 0. 0. 0. 0. 0. 0.;
282, 9306 0. 0. 0. 0. 0. 0.;
283, 9339 0. 0. 0. 0. 0. 0.;
284, 9372 0. 0. 0. 0. 0. 0.;
285, 9405 0. 0. 0. 0. 0. 0.;
286, 9438 0. 0. 0. 0. 0. 0.;
287, 9471 0. 0. 0. 0. 0. 0.;
288, 9504 0. 0. 0. 0. 0. 0.;
289, 9537 0. 0. 0. 0. 0. 0.;
290, 9570 0. 0. 0. 0. 0. 0.;
291, 9603 0. 0. 0. 0. 0. 0.;
292, 9636 0. 0. 0. 0. 0. 0.;
293, 9669 0. 0. 0. 0. 0. 0.;
294, 9702 0. 0. 0. 0. 0. 0.;
295, 9735 0. 0. 0. 0. 0. 0.;
296, 9768 0. 0. 0. 0. 0. 0.;
297, 9801 0. 0. 0. 0. 0. 0.;
298, 9834 0. 0. 0. 0. 0. 0.;
299, 9867 0. 0. 0. 0. 0. 0.;
300, 9900 0. 0. 0. 0. 0. 0.;
301, 9933 0. 0. 0. 0. 0. 0.;
302, 9966 0. 0. 0. 0. 0. 0.;
303, 9999 0. 0. 0. 0. 0. 0.;
304, 10032 0. 0. 0. 0. 0. 0.;
305, 10065 0. 0. 0. 0. 0. 0.;
306, 10098 0. 0. 0. 0. 0. 0.;
307, 10131 0. 0. 0. 0. 0. 0.;
308, 10164 0. 0. 0. 0. 0. 0.;
309, 10197 0. 0. 0. 0. 0. 0.;
310, 10230 0. 0. 0. 0. 0. 0.;
311, 10263 0. 0. 0. 0. 0. 0.;
312, 10296 0. 0. 0. 0. 0. 0.;
313, 10329 0. 0. 0. 0. 0. 0.;
314, 10362 0. 0. 0. 0. 0. 0.;
315, 10395 0. 0. 0. 0. 0. 0.;
316, 10428 0. 0. 0. 0. 0. 0.;
317, 10461 0. 0. 0. 0. 0. 0.;
318, 10494 0. 0. 0. 0. 0. 0.;
319, 10527 0. 0. 0. 0. 0. 0.;
320, 10560 0. 0. 0. 0. 0. 0.;
321, 10593 0. 0. 0. 0. 0. 0.;
322, 10626 0. 0. 0. 0. 0. 0.;
323, 10659 0. 0. 0. 0. 0. 0.;
324, 10692 0. 0. 0. 0. 0. 0.;
325, 10725 0. 0. 0. 0. 0. 0.;
326, 10758 0. 0. 0. 0. 0. 0.;
327, 10791 0. 0. 0. 0. 0. 0.;
328, 10824 0. 0. 0. 0. 0. 0.;
329, 10857 0. 0. 0. 0. 0. 0.;
330, 10890 0. 0. 0. 0. 0. 0.;
331, 10923 0. 0. 0. 0. 0. 0.;
332, 10956 0. 0. 0. 0. 0. 0.;
333, 10989 0. 0. 0. 0. 0. 0.;
334, 11022 0. 0. 0. 0. 0. 0.;
335, 11055 0. 0. 0. 0. 0. 0.;
336, 11088 0. 0. 0. 0. 0. 0.;
337, 11121 0. 0. 0. 0. 0. 0.;
338, 11154 0. 0. 0. 0. 0. 0.;
339, 11187 0. 0. 0. 0. 0. 0.;
340, 11220 0. 0. 0. 0. 0. 0.;
341, 11253 0. 0. 0. 0. 0. 0.;
342, 11286 0. 0. 0. 0. 0. 0.;
343, 11319 0. 0. 0. 0. 0. 0.;
344, 11352 0. 0. 0. 0. 0. 0.;
345, 11385 0. 0. 0. 0. 0. 0.;
346, 11418 0. 0. 0. 0. 0. 0.;
347, 11451 0. 0. 0. 0. 0. 0.;
348, 11484 0. 0. 0. 0. 0. 0.;
349, 11517 0. 0. 0. 0. 0. 0.;
350, 11550 0. 0. 0. 0. 0. 0.;
351, 11583 0. 0. 0. 0. 0. 0.;
352, 11616 0. 0. 0. 0. 0. 0.;
353, 11649 0. 0. 0. 0. 0. 0.;
354, 11682 0. 0. 0. 0. 0. 0.;
355, 11715 0. 0. 0. 0. 0. 0.;
356, 11748 0. 0. 0. 0. 0. 0.;
357, 11781 0. 0. 0. 0. 0. 0.;
358, 11814 0. 0. 0. 0. 0. 0.;
359, 11847 0. 0. 0. 0. 0. 0.;
360, 11880 0. 0. 0. 0. 0. 0.;
361, 11913 0. 0. 0. 0. 0. 0.;
362, 11946 0. 0. 0. 0. 0. 0.;
363, 11979 0. 0. 0. 0. 0. 0.;
364, 12012 0. 0. 0. 0. 0. 0.;
365, 12045 0. 0. 0. 0. 0. 0.;
366, 12078 0. 0. 0. 0. 0. 0.;
367, 12111 0. 0. 0. 0. 0. 0.;
368, 12144 0. 0. 0. 0. 0. 0.;
369, 12177 0. 0. 0. 0. 0. 0.;
370, 12210 0. 0. 0. 0. 0. 0.;
371, 12243 0. 0. 0. 0. 0. 0.;
372, 12276 0. 0. 0. 0. 0. 0.;
373, 12309 0. 0. 0. 0. 0. 0.;
374, 12342 0. 0. 0. 0. 0. 0.;
375, 12375 0. 0. 0. 0. 0. 0.;
376, 12408 0. 0. 0. 0. 0. 0.;
377, 12441 0. 0. 0. 0. 0. 0.;
378, 12474 0. 0. 0. 0. 0. 0.;
379, 12507 0. 0. 0. 0. 0. 0.;
380, 12540 0. 0. 0. 0. 0. 0.;
381, 12573 0. 0. 0. 0. 0. 0.;
382, 12606 0. 0. 0. 0. 0. 0.;
383, 12639 0. 0. 0. 0. 0. 0.;
384, 12672 0. 0. 0. 0. 0. 0.;
385, 12705 0. 0. 0. 0. 0. 0.;
386, 12738 0. 0. 0. 0. 0. 0.;
387, 12771 0. 0. 0. 0. 0. 0.;
388, 12804 0. 0. 0. 0. 0. 0.;
389, 12837 0. 0. 0. 0. 0. 0.;
390, 12870 0. 0. 0. 0. 0. 0.;
391, 12903 0. 0. 0. 0. 0. 0.;
392, 12936 0. 0. 0. 0. 0. 0.;
393, 12969 0. 0. 0. 0. 0. 0.;
394, 13002 0. 0. 0. 0. 0. 0.;
395, 13035 0. 0. 0. 0. 0. 0.;
396, 13068 0. 0. 0. 0. 0. 0.;
397, 13101 0. 0. 0. 0. 0. 0.;
398, 13134 0. 0. 0. 0. 0. 0.;
399, 13167 0. 0. 0. 0. 0. 0.;
400, 13200 0. 0. 0. 0. 0. 0.;
401, 13233 0. 0. 0. 0. 0. 0.;
402, 13266 0. 0. 0. 0. 0. 0.;
403, 13299 0. 0. 0. 0. 0. 0.;
404, 13332 0. 0. 0. 0. 0. 0.;
405, 13365 0. 0. 0. 0. 0. 0.;
406, 13398 0. 0. 0. 0. 0. 0.;
407, 13431 0. 0. 0. 0. 0. 0.;
408, 13464 0. 0. 0. 0. 0. 0.;
409, 13497 0. 0. 0. 0. 0. 0.;
410, 13530 0. 0. 0. 0. 0. 0.;
411, 13563 0. 0. 0. 0. 0. 0.;
412, 13596 0. 0. 0. 0. 0. 0.;
413, 13629 0. 0. 0. 0. 0. 0.;
414, 13662 0. 0. 0. 0. 0. 0.;
415, 13695 0. 0. 0. 0. 0. 0.;
416, 13728 0. 0. 0. 0. 0. 0.;
417, 13761 0. 0. 0. 0. 0. 0.;
418, 13794 0. 0. 0. 0. 0. 0.;
419, 13827 0. 0. 0. 0. 0. 0.;
420, 13860 0. 0. 0. 0. 0. 0.;
421, 13893 0. 0. 0. 0. 0. 0.;
422, 13926 0. 0. 0. 0. 0. 0.;
423, 13959 0. 0. 0. 0. 0. 0.;
424, 13992 0. 0. 0. 0. 0. 0.;
425, 14025 0. 0. 0. 0. 0. 0.;
426, 14058 0. 0. 0. 0. 0. 0.;
427, 14091 0. 0. 0. 0. 0. 0.;
428, 14124 0. 0. 0. 0. 0. 0.;
429, 14157 0. 0. 0. 0. 0. 0.;
430, 14190 0. 0. 0. 0. 0. 0.;
431, 14223 0. 0. 0. 0. 0. 0.;
432, 14256 0. 0. 0. 0. 0. 0.;
433, 14289 0. 0. 0. 0. 0. 0.;
434, 14322 0. 0. 0. 0. 0. 0.;
435, 14355 0. 0. 0. 0. 0. 0.;
436, 14388 0. 0. 0. 0. 0. 0.;
437, 14421 0. 0. 0. 0. 0. 0.;
438, 14454 0. 0. 0. 0. 0. 0.;
439, 14487 0. 0. 0. 0. 0. 0.;
440, 14520 0. 0. 0. 0. 0. 0.;
441, 14553 0. 0. 0. 0. 0. 0.;
442, 14586 0. 0. 0. 0. 0. 0.;
443, 14619 0. 0. 0. 0. 0. 0.;
444, 14652 0. 0. 0. 0. 0. 0.;
445, 14685 0. 0. 0. 0. 0. 0.;
446, 14718 0. 0. 0. 0. 0. 0.;
447, 14751 0. 0. 0. 0. 0. 0.;
448, 14784 0. 0. 0. 0. 0. 0.;
449, 14817 0. 0. 0. 0. 0. 0.;
450, 14850 0. 0. 0. 0. 0. 0.;
451, 14883 0. 0. 0. 0. 0. 0.;
452, 14916 0. 0. 0. 0. 0. 0.;
453, 14949 0. 0. 0. 0. 0. 0.;
454, 14982 0. 0. 0. 0. 0. 0.;
455, 15015 0. 0. 0. 0. 0. 0.;
456, 15048 0. 0. 0. 0. 0. 0.;
457, 15081 0. 0. 0. 0. 0. 0.;
458, 15114 0. 0. 0. 0. 0. 0.;
459, 15147 0. 0. 0. 0. 0. 0.;
460, 15180 0. 0. 0. 0. 0. 0.;
461, 15213 0. 0. 0. 0. 0. 0.;
462, 15246 0. 0. 0. 0. 0. 0.;
463, 15279 0. 0. 0. 0. 0. 0.;
464, 15312 0. 0. 0. 0. 0. 0.;
465, 15345 0. 0. 0. 0. 0. 0.;
466, 15378 0. 0. 0. 0. 0. 0.;
467, 15411 0. 0. 0. 0. 0. 0.;
468, 15444 0. 0. 0. 0. 0. 0.;
469, 15477 0. 0. 0. 0. 0. 0.;
470, 15510 0. 0. 0. 0. 0. 0.;
471, 15543 0. 0. 0. 0. 0. 0.;
472, 15576 0. 0. 0. 0. 0. 0.;
473, 15609 0. 0. 0. 0. 0. 0.;
474, 15642 0. 0. 0. 0. 0. 0.;
475, 15675 0. 0. 0. 0. 0. 0.;
476, 15708 0. 0. 0. 0. 0. 0.;
477, 15741 0. 0. 0. 0. 0. 0.;
478, 15774 0. 0. 0. 0. 0. 0.;
479, 15807 0. 0. 0. 0. 0. 0.;
480, 15840 0. 0. 0. 0. 0. 0.;
481, 15873 0. 0. 0. 0. 0. 0.;
482, 15906 0. 0. 0. 0. 0. 0.;
483, 15939 0. 0. 0. 0. 0. 0.;
484, 15972 0. 0. 0. 0. 0. 0.;
485, 16005 0. 0. 0. 0. 0. 0.;
486, 16038 0. 0. 0. 0. 0. 0.;
487, 16071 0. 0. 0. 0. 0. 0.;
488, 16104 0. 0. 0. 0. 0. 0.;
489, 16137 0. 0. 0. 0. 0. 0.;
490, 16170 0. 0. 0. 0. 0. 0.;
491, 16203 0. 0. 0. 0. 0. 0.;
492, 16236 0. 0. 0. 0. 0. 0.;
493, 16269 0. 0. 0. 0. 0. 0.;
494, 16302 0. 0. 0. 0. 0. 0.;
495, 16335 0. 0. 0. 0. 0. 0.;
496, 16368 0. 0. 0. 0. 0. 0.;
497, 16401 0. 0. 0. 0. 0. 0.;
498, 16434 0. 0. 0. 0. 0. 0.;
499, 16467 0. 0. 0. 0. 0. 0.;
500, 16500 0. 0. 0. 0. 0. 0.;
501, 16533 0. 0. 0. 0. 0. 0.;
502, 16566 0. 0. 0. 0. 0. 0.;
503, 16599 0. 0. 0. 0. 0. 0.;
504, 16632 0. 0. 0. 0. 0. 0.;
505, 16665 0. 0. 0. 0. 0. 0.;
506, 16698 0. 0. 0. 0. 0. 0.;
507, 16731 0. 0. 0. 0. 0. 0.;
508, 16764 0. 0. 0. 0. 0. 0.;
509, 16797 0. 0. 0. 0. 0. 0.;
510, 16830 0. 0. 0. 0. 0. 0.;
511, 16863 0. 0. 0. 0. 0. 0.;
512, 16896 0. 0. 0. 0. 0. 0.;
513, 16929 0. 0. 0. 0. 0. 0.;
514, 16962 0. 0. 0. 0. 0. 0.;
515, 16995 0. 0. 0. 0. 0. 0.;
516, 17028 0. 0. 0. 0. 0. 0.;
517, 17061 0. 0. 0. 0. 0. 0.;
518, 17094 0. 0. 0. 0. 0. 0.;
519, 17127 0. 0. 0. 0. 0. 0.;
520, 17160 0. 0. 0. 0. 0. 0.;
521, 17193 0. 0. 0. 0. 0. 0.;
522, 17226 0. 0. 0. 0. 0. 0.;
523, 17259 0. 0. 0. 0. 0. 0.;
524, 17292 0. 0. 0. 0. 0. 0.;
525, 17325 0. 0. 0. 0. 0. 0.;
526, 17358 0. 0. 0. 0. 0. 0.;
527, 17391 0. 0. 0. 0. 0. 0.;
528, 17424 0. 0. 0. 0. 0. 0.;
529, 17457 0. 0. 0. 0. 0. 0.;
530, 17490 0. 0. 0. 0. 0. 0.;
531, 17523 0. 0. 0. 0. 0. 0.;
532, 17556 0. 0. 0. 0. 0. 0.;
533, 17589 0. 0. 0. 0. 0. 0.;
534, 17622 0. 0. 0. 0. 0. 0.;
535, 17655 0. 0. 0. 0. 0. 0.;
536, 17688 0. 0. 0. 0. 0. 0.;
537, 17721 0. 0. 0. 0. 0. 0.;
538, 17754 0. 0. 0. 0. 0. 0.;
539, 17787 0. 0. 0. 0. 0. 0.;
540, 17820 0. 0. 0. 0. 0. 0.;
541, 17853 0. 0. 0. 0. 0. 0.;
542, 17886 0. 0. 0. 0. 0. 0.;
543, 17919 0. 0. 0. 0. 0. 0.;
544, 17952 0. 0. 0. 0. 0. 0.;
545, 17985 0. 0. 0. 0. 0. 0.;
546, 18018 0. 0. 0. 0. 0. 0.;
547, 18051 0. 0. 0. 0. 0. 0.;
548, 18084 0. 0. 0. 0. 0. 0.;
549, 18117 0. 0. 0. 0. 0. 0.;
550, 18150 0. 0. 0. 0. 0. 0.;
551, 18183 0. 0. 0. 0. 0. 0.;
552, 18216 0. 0. 0. 0. 0. 0.;
553, 18249 0. 0. 0. 0. 0. 0.;
554, 18282 0. 0. 0. 0. 0. 0.;
555, 18315 0. 0. 0. 0. 0. 0.;
556, 18348 0. 0. 0. 0. 0. 0.;
557, 18381 0. 0. 0. 0. 0. 0.;
558, 18414 0. 0. 0. 0. 0. 0.;
559, 18447 0. 0. 0. 0. 0. 0.;
560, 18480 0. 0. 0. 0. 0. 0.;
561, 18513 0. 0. 0. 0. 0. 0.;
562, 18546 0. 0. 0. 0. 0. 0.;
563, 18579 0. 0. 0. 0. 0. 0.;
564, 18612 0. 0. 0. 0. 0. 0.;
